marker_symbol,mp_term_name,zygosity,effect_size
Rsad1,"preweaning lethality, incomplete penetrance",homozygote,1
Fam160a2,abnormal tooth morphology,homozygote,0.233101391650099
Pnn,"preweaning lethality, complete penetrance",homozygote,1
Rnf20,"preweaning lethality, complete penetrance",homozygote,1
Nobox,"preweaning lethality, incomplete penetrance",homozygote,1
Cox19,"preweaning lethality, complete penetrance",homozygote,1
B4galt5,"preweaning lethality, complete penetrance",homozygote,1
Tent4a,decreased grip strength,homozygote,-1.19977342941946
Pde6b,increased cellular hemoglobin content,homozygote,1.72405054443405
Tmc7,decreased freezing behavior,homozygote,-0.335919177574508
Pabpc5,decreased freezing behavior,hemizygote,-0.335127422455262
Ap4e1,increased bone mineral density,homozygote,1.19708807277305
Ankib1,hyperactivity,homozygote,1.16476550645902
Sema3f,limb grasping,homozygote,0.517853961718889
Ccnd2,increased bone mineral content,homozygote,1.25298402453126
Epc1,abnormal behavior,heterozygote,-0.440851332141077
Tpcn1,abnormal behavior,homozygote,-0.260594143866092
Rbbp4,abnormal liver morphology,heterozygote,1
Cyp17a1,decreased bone mineral content,homozygote,-2.53588745955109
Slc7a11,abnormal optic disk morphology,homozygote,0.199210337401292
Duox2,increased mean corpuscular hemoglobin,homozygote,0.316781236969783
Pdp1,increased mean corpuscular hemoglobin,homozygote,1.59261743996745
Ints6l,decreased monocyte cell number,homozygote,-1.15703205264515
Fam110b,abnormal response to tactile stimuli,heterozygote,0.397526501766784
Pax6,hyperactivity,heterozygote,0.968167705446581
Kcnf1,hyperactivity,homozygote,-1.31383538206372
Naa25,hyperactivity,heterozygote,-0.875528083456568
Scamp5,hyperactivity,heterozygote,2.75114525250212
Tmem72,abnormal coat/hair pigmentation,homozygote,0.408575380359613
Tmem8b,decreased body length,heterozygote,-0.712510884906008
Tmem8b,abnormal ovary morphology,heterozygote,1
Otulin,prenatal lethality prior to heart atrial septation,homozygote,1
Iqsec3,decreased startle reflex,homozygote,-1.00569362523731
Ppp1r26,hyperactivity,homozygote,1.0952074098636
Rbm11,decreased erythrocyte cell number,homozygote,-0.464704011373517
Lpcat2,hypoactivity,homozygote,-0.69613031107577406
Epb41l5,increased startle reflex,heterozygote,1.26449881814873
Tecpr2,hyperactivity,homozygote,1.22198470870553
Cpa1,decreased erythrocyte cell number,homozygote,-1.28516443635795
Arvcf,increased startle reflex,homozygote,1.74477642010441
Aire,abnormal cholesterol homeostasis,heterozygote,1.71878430271562
Wdfy1,decreased grip strength,homozygote,-0.166637420162561
Gnptab,abnormal lymph node morphology,heterozygote,1
Clec16a,abnormal auditory brainstem response,heterozygote,0.722093023255814
Homer2,abnormal auditory brainstem response,homozygote,0.972093023255814
Akr7a5,"preweaning lethality, incomplete penetrance",homozygote,1
Syncrip,decreased thigmotaxis,heterozygote,-1.62402123354845
Sstr4,improved glucose tolerance,homozygote,-0.767116587627491
Polrmt,improved glucose tolerance,heterozygote,-0.910280238295033
Col11a1,"preweaning lethality, complete penetrance",homozygote,1
Aurkaip1,"preweaning lethality, complete penetrance",homozygote,1
Cdc45,"preweaning lethality, complete penetrance",homozygote,1
Npffr1,abnormal retinal outer nuclear layer morphology,homozygote,-1.53204538020951
Abhd8,"preweaning lethality, incomplete penetrance",homozygote,1
Gramd2,decreased circulating alkaline phosphatase level,homozygote,-0.337544236008996
Bsdc1,"preweaning lethality, incomplete penetrance",homozygote,1
Nek1,abnormal pelvic girdle bone morphology,homozygote,0.804710424710425
Otulin,"preweaning lethality, complete penetrance",homozygote,1
Brd4,abnormal retinal outer nuclear layer morphology,heterozygote,-4.80958516452426
Nub1,abnormal skin morphology,homozygote,0.142857142857143
Tmem248,decreased heart weight,homozygote,-2.42011398229162
Ptgis,increased heart weight,homozygote,1.03246601109088
Prkg1,abnormal duodenum morphology,homozygote,1
Zbtb12,persistence of hyaloid vascular system,homozygote,0.858783471837488
Sox14,hypoactivity,homozygote,1.63223651070384
Nr1d1,decreased thigmotaxis,homozygote,-2.75430938365008
Iqgap1,increased lymphocyte cell number,homozygote,6.53125900346652
Bmp6,hyperactivity,homozygote,-1.03197201849692
Dip2c,decreased lymphocyte cell number,heterozygote,-1.08702191585564
Spred1,abnormal maxilla morphology,homozygote,0.615966904321803
Nup62,increased bone mineral content,heterozygote,0.76965764926494
Spata5,abnormal skin coloration,heterozygote,0.303243062520896
Agbl1,abnormal lens morphology,homozygote,0.486587183308495
Asb1,shortened RR interval,homozygote,-0.771200976530919
Far2,hypoactivity,homozygote,-0.423146276137428
Abca2,hyperactivity,homozygote,2.56105706451087
Krt72,abnormal uterus morphology,homozygote,1
Tspyl4,hyperactivity,homozygote,1.20821652184353
Retreg3,decreased body weight,homozygote,-1.20707153725945
Nadk2,hyperactivity,heterozygote,0.778212668121954
Ell2,increased grip strength,homozygote,1.11309716217486
Gdpd5,hyperactivity,heterozygote,1.07387311162202
Noc4l,embryonic lethality prior to organogenesis,homozygote,1
Pold2,embryonic lethality prior to organogenesis,homozygote,1
Dmap1,embryonic lethality prior to organogenesis,homozygote,1
Ablim3,decreased neutrophil cell number,homozygote,-0.49764089729854
Elp6,embryonic lethality prior to organogenesis,homozygote,1
Bex2,hypoactivity,hemizygote,-2.57713779304609
Mrpl3,embryonic lethality prior to organogenesis,homozygote,1
Rgs4,increased eosinophil cell number,homozygote,3.09701079570449
Spp1,corneal deposits,homozygote,0.185680577666591
Mogs,abnormal trachea morphology,heterozygote,1
Adamts6,abnormal craniofacial morphology,homozygote,1
Grm8,abnormal retina morphology,homozygote,0.479538077990498
Cwc22,increased bone mineral content,heterozygote,1.33994432383663
Pex1,abnormal liver morphology,heterozygote,1
Ap4e1,decreased total body fat amount,homozygote,-0.718134339917002
Phex,increased circulating potassium level,homozygote,1.0287329467926
Kdm3a,abnormal skin morphology,homozygote,1
1700034E13Rik,abnormal skin morphology,homozygote,1
Slc25a15,increased startle reflex,heterozygote,0.914459658951744
Dct,abnormal skin morphology,homozygote,1
Grik3,abnormal skin morphology,homozygote,1
Ctc1,decreased blood urea nitrogen level,heterozygote,-0.53695760119488
Fbxl19,increased monocyte cell number,heterozygote,4.62247632044257
Gt(ROSA)26Sor,increased bone mineral content,heterozygote,0.648034174495156
Rnf169,increased bone mineral content,homozygote,-1.46057537049569
Rai14,decreased bone mineral density,heterozygote,-0.332731607993029
Lonrf3,increased circulating magnesium level,hemizygote,1.20143483892874
Ddi2,decreased circulating glucose level,heterozygote,-2.58293997088336
Trnp1,increased bone mineral density,homozygote,1.61858183835979
Tm9sf4,increased circulating serum albumin level,homozygote,1.2332988270859
Enc1,decreased total body fat amount,homozygote,-1.04158134836265
Clpp,increased total body fat amount,homozygote,-1.80307156859016
Tmem185a,decreased total body fat amount,homozygote,-0.756320780158016
Trappc9,increased total body fat amount,homozygote,3.86230962665032
Fads3,increased total body fat amount,homozygote,0.160003920118953
Camkmt,decreased circulating serum albumin level,homozygote,-1.28864651528217
Btbd3,enlarged thyroid gland,homozygote,1
Adgrf5,increased grip strength,homozygote,1.42248723085837
Sesn3,decreased total body fat amount,homozygote,-0.172405328972655
Spns2,abnormal eyelid aperture,homozygote,0.357323642027387
Sp5,hyperactivity,homozygote,1.50274149395023
Scx,decreased circulating insulin level,heterozygote,-0.504763692838366
Naa25,increased thigmotaxis,heterozygote,1.10539244244671
Ap4e1,hyperactivity,homozygote,2.45032645253524
Krt33b,decreased mean platelet volume,homozygote,0.219907263595526
Agtr2,increased body length,homozygote,0.110589823768262
Fndc3a,decreased vertical activity,homozygote,-0.924424983864388
Zfp474,increased eosinophil cell number,homozygote,2.54268514287072
Cibar1,decreased circulating glycerol level,homozygote,-0.381138176480798
Snrnp200,increased monocyte cell number,heterozygote,0.7727086002817
Zfp280d,abnormal startle reflex,homozygote,0.442248572683355
Tanc1,enlarged urinary bladder,homozygote,1
Usp15,increased mean platelet volume,homozygote,1.62894401444135
Mtmr12,decreased erythrocyte cell number,homozygote,-1.4057764753898
Cxadr,small spleen,heterozygote,1
Tmem45a,abnormal spleen morphology,homozygote,1
Phip,enlarged urinary bladder,heterozygote,1
0610040J01Rik,small spleen,homozygote,1
Il2ra,decreased circulating HDL cholesterol level,homozygote,-1.57126972986599
Resf1,increased circulating cholesterol level,heterozygote,0.592292751525166
Fndc7,increased circulating cholesterol level,homozygote,0.771573420763866
Fbn2,abnormal digit morphology,homozygote,0.428571428571429
Ylpm1,decreased anxiety-related response,heterozygote,-0.439139808902275
Sra1,hypoactivity,homozygote,-0.502255183924822
Dbpht2,decreased lean body mass,homozygote,0.0284531746512856
Rbpms2,decreased lean body mass,homozygote,0.208845965839676
Mtg1,"preweaning lethality, complete penetrance",homozygote,1
Unc5c,"preweaning lethality, complete penetrance",homozygote,1
Septin5,"preweaning lethality, incomplete penetrance",homozygote,1
Bnc1,increased lymphocyte cell number,homozygote,0.756158037333679
Cpvl,decreased circulating alkaline phosphatase level,homozygote,-0.40189136899595
Hipk4,abnormal retinal blood vessel morphology,homozygote,0.425878846322434
Vav2,decreased heart left ventricle size,homozygote,-2.49369548420079
Myh7b,increased body length,homozygote,0.335752300160397
Abcb9,decreased mean corpuscular hemoglobin,homozygote,-3.55253209142968
Dpf2,pallor,homozygote,1
Klhl1,decreased heart left ventricle size,homozygote,-1.22929039639339
Sepsecs,cataract,heterozygote,0.552325581395349
Hmmr,increased bone mineral density,homozygote,0.927638189384679
Cstb,abnormal retinal outer nuclear layer morphology,homozygote,-4.30188815484459
Eppin,abnormal kidney morphology,homozygote,1
Rpl12,abnormal kidney morphology,heterozygote,1
Rap2b,abnormal behavior,homozygote,1.12533840783129
Parp1,decreased grip strength,homozygote,-0.963547882198311
Sbsn,enlarged heart atrium,homozygote,1
Marchf3,abnormal heart morphology,homozygote,1
Fam53b,decreased prepulse inhibition,homozygote,-0.945332532074165
Ctsk,decreased prepulse inhibition,homozygote,-1.11223731593174
Ror2,polydactyly,homozygote,1
Gpc1,decreased brain size,homozygote,1
Decr2,increased circulating creatinine level,homozygote,0.192050763358564
Ly6g6d,decreased circulating creatinine level,homozygote,1.9821496564051
Stim1,microphthalmia,heterozygote,1
Dmap1,embryonic lethality prior to tooth bud stage,homozygote,1
Eif2s1,decreased startle reflex,heterozygote,-1.06347192532231
Trappc2,decreased startle reflex,homozygote,-1.08587539119144
Sarnp,increased circulating aspartate transaminase level,heterozygote,0.994809466564009
Wars,decreased grip strength,heterozygote,-0.689239010139004
Plekha5,mydriasis,homozygote,0.315876974231089
Lrig1,decreased body weight,homozygote,-1.24298864494578
Npr3,small testis,homozygote,1
Spns2,abnormal iris morphology,homozygote,0.467213114754098
Zfp664,impaired glucose tolerance,homozygote,0.983924030934986
Col4a5,impaired glucose tolerance,homozygote,2.96419736254904
Septin8,abnormal locomotor activation,homozygote,0.348473566641847
Gsk3a,abnormal gait,heterozygote,0.596466431095406
Elmod1,abnormal locomotor activation,homozygote,0.299360341151386
Kmt5b,"preweaning lethality, incomplete penetrance",homozygote,1
Prg4,decreased body weight,homozygote,-0.61823839739899
Zfp644,decreased body weight,homozygote,-0.981836675962579
Kcnc3,hyperactivity,homozygote,1.20484105161879
Dlg4,abnormal behavior,homozygote,-1.46767038554106
Epb41l1,decreased grip strength,homozygote,-1.58721610063588
Otogl,decreased grip strength,homozygote,0.555669549099688
Fcrla,abnormal coat/hair pigmentation,homozygote,0.392776886035313
Esyt3,increased mean corpuscular volume,homozygote,1.56643508917214
Nlgn3,decreased startle reflex,homozygote,-1.23887954631776
Csnk2a2,increased circulating bilirubin level,homozygote,0.530573528861578
Ctsa,increased mean corpuscular volume,homozygote,0.91945261183975
Nucb1,decreased lymphocyte cell number,homozygote,-0.876113626334021
Vps13b,decreased lean body mass,homozygote,-1.66168904806764
Snapc1,increased circulating potassium level,heterozygote,0.200433012831212
Bola1,increased vertical activity,homozygote,1.49508761381665
Poc5,decreased fasting circulating glucose level,homozygote,-1.05251138643659
Kcnd3,increased vertical activity,homozygote,3.31602148064871
Mcts1,decreased circulating alanine transaminase level,hemizygote,-0.616978332218007
Ranbp10,decreased circulating aspartate transaminase level,homozygote,-0.480157091506852
Slc29a3,increased circulating aspartate transaminase level,homozygote,3.63673159992976
Folr1,abnormal embryo turning,homozygote,1
Stx7,increased prepulse inhibition,homozygote,0.736791907109087
Ptgis,increased spleen weight,homozygote,0.362013152095007
Smg5,hyperactivity,heterozygote,-0.0801420936667765
Rhpn1,abnormal kidney morphology,homozygote,1
Atxn7l3,abnormal vocalization,heterozygote,0.445995145631068
Mplkip,abnormal kidney morphology,homozygote,1
Klrb1,increased grip strength,homozygote,0.847627537500906
Dhx8,abnormal kidney morphology,heterozygote,1
Gnptg,abnormal kidney morphology,homozygote,1
Odf3l2,abnormal kidney morphology,heterozygote,1
Gnpda1,abnormal embryo size,homozygote,1
Cep85l,abnormal kidney morphology,homozygote,1
Phkg1,abnormal kidney morphology,homozygote,1
Gnptab,abnormal kidney morphology,heterozygote,1
Slc3a1,abnormal kidney morphology,homozygote,1
Carmil3,abnormal kidney morphology,homozygote,1
Ssr1,abnormal kidney morphology,heterozygote,1
Usp29,abnormal skin morphology,homozygote,1
Bhmt,decreased total body fat amount,homozygote,-1.00630578204319
Cyp27b1,hypoactivity,homozygote,-2.64867145082122
Cpt1a,increased bone mineral density,homozygote,1.31949573123547
Cgrrf1,decreased bone mineral density,homozygote,-1.9130548582177
Dppa1,increased bone mineral density,homozygote,1.69095925190089
Naa10,abnormal trachea morphology,homozygote,1
Six1,abnormal placenta morphology,heterozygote,1
Ttc1,abnormal placenta morphology,heterozygote,1
Brd9,small adrenal glands,heterozygote,1
Dhx29,abnormal embryo size,homozygote,1
Extl3,abnormal spleen morphology,heterozygote,1
Ptgis,abnormal lymph node morphology,homozygote,1
Ctss,decreased spleen weight,homozygote,-0.850675138131161
Setx,increased monocyte cell number,homozygote,1.43831635025552
Cd200,increased total body fat amount,homozygote,-1.58367260012896
Gbx1,abnormal behavior,homozygote,-2.34926480775306
Tecr,abnormal pancreas morphology,heterozygote,1
Nmnat1,increased mean corpuscular volume,heterozygote,0.446406732097895
Zfp275,cardiovascular system phenotype,hemizygote,-0.757239983176307
Rft1,increased basophil cell number,heterozygote,1.86384484020167
Tnfrsf11b,increased circulating phosphate level,homozygote,1.96402272441741
Suox,increased lean body mass,heterozygote,0.409435846248263
Sympk,abnormal behavior,heterozygote,-0.886808751287445
Gart,embryonic lethality prior to tooth bud stage,homozygote,1
Laptm4a,increased prepulse inhibition,homozygote,0.478921171563811
Srbd1,hypoactivity,heterozygote,-0.387260947498091
Hmcn1,hyperactivity,homozygote,0.570191252942563
Gnb2,shortened ST segment,homozygote,-1.10617316144506
Fbxo11,abnormal vocalization,heterozygote,0.323451327433628
Btbd16,increased circulating total protein level,homozygote,0.927574160027385
Rhbdf2,decreased circulating triglyceride level,homozygote,-1.06195495006314
C7,cardiovascular system phenotype,homozygote,-0.718389302908021
Atp8a1,decreased bone mineral density,homozygote,-0.488554485739452
Eftud2,decreased startle reflex,heterozygote,-0.736955755112857
Trim55,prolonged RR interval,homozygote,1.99780685310613
Chst2,small heart,homozygote,1
Crlf2,small heart,homozygote,1
Nsun5,hypoactivity,homozygote,-0.80890906701787
Afg1l,decreased body weight,homozygote,-0.477424004403304
Maf,enlarged heart,heterozygote,1
Actc1,"preweaning lethality, complete penetrance",homozygote,1
Tmem237,increased brain size,heterozygote,1
Mcl1,"preweaning lethality, complete penetrance",homozygote,1
Atg4b,decreased prepulse inhibition,homozygote,-0.943481670123989
Ift52,abnormal embryo turning,homozygote,1
Lep,hypoactivity,homozygote,-2.21256075540421
Cabp5,increased prepulse inhibition,homozygote,0.532375738670331
AU021092,abnormal heart morphology,homozygote,1
Prkab1,abnormal heart morphology,homozygote,1
Olfr376,enlarged heart,homozygote,1
Dnah6,enlarged heart,homozygote,1
Tmem160,abnormal heart morphology,homozygote,1
Mthfd2,prenatal lethality prior to heart atrial septation,homozygote,1
Adora2a,increased circulating aspartate transaminase level,homozygote,1.69893919704395
Vps37d,decreased total retina thickness,heterozygote,-3.37010731646406
Cep135,microphthalmia,homozygote,1
Jun,abnormal eye morphology,heterozygote,1
Izumo1r,decreased circulating amylase level,homozygote,-0.753088808636406
Amelx,abnormal tooth morphology,homozygote,1
Nhlh2,decreased lean body mass,homozygote,-0.713602502648806
Fgf4,"preweaning lethality, complete penetrance",homozygote,1
Micu1,"preweaning lethality, incomplete penetrance",homozygote,1
Armh4,increased grip strength,homozygote,-0.474483616802017
Fbxl16,unresponsive to tactile stimuli,homozygote,1
Cacna1b,decreased grip strength,homozygote,-0.944384913519307
Aqp1,decreased total body fat amount,homozygote,-2.25771812726229
Ggh,increased lean body mass,homozygote,0.903198856193414
Smim8,decreased prepulse inhibition,homozygote,-0.272394678355225
Mettl5,hyperactivity,homozygote,-1.55802906129137
Klhdc7b,abnormal ear morphology,homozygote,0.230397068506484
Gosr2,abnormal gait,heterozygote,0.459337217315041
Rer1,abnormal bone structure,heterozygote,-0.89655945747881
Cdkn2aipnl,decreased circulating thyroxine level,homozygote,-0.966772101160802
Nr1d1,abnormal eye posterior chamber depth,homozygote,2.79710034233967
Magt1,decreased basophil cell number,homozygote,-0.29962097765209
Ovol1,abnormal vibrissa morphology,heterozygote,0.245292887029289
Aqp6,increased total retina thickness,homozygote,1.35511587231691
Ikzf3,decreased basophil cell number,homozygote,-1.16875817900668
Prdm14,decreased grip strength,homozygote,-0.82188330672903
Fndc9,decreased prepulse inhibition,homozygote,-1.69979354609891
Cacnb4,increased startle reflex,heterozygote,1.48066319340434
Bex6,hyperactivity,homozygote,1.12699481470084
Cox8a,increased circulating glucose level,homozygote,1.496454648225
Lepr,increased circulating iron level,homozygote,3.86624357480169
Foxk2,decreased grip strength,homozygote,-1.95075531159175
Rtn4r,decreased heart weight,homozygote,-0.788295182713719
Tgm6,improved glucose tolerance,homozygote,-0.720453119131025
Akr1b8,increased grip strength,homozygote,1.83666810345064
Sorl1,enlarged seminal vesicle,homozygote,1
Kif2c,abnormal skin coloration,heterozygote,0.928571428571429
Hspd1,abnormal vocalization,heterozygote,0.939544621826747
Fbxo25,abnormal vertebral arch morphology,homozygote,0.230336617405583
Aqp3,increased circulating serum albumin level,homozygote,0.804581642658889
Kctd10,decreased circulating glucose level,heterozygote,-1.26503218571876
Wnt2b,persistence of hyaloid vascular system,homozygote,0.385409967845659
Sdhb,increased circulating alkaline phosphatase level,heterozygote,0.634535574303581
Nexmif,abnormal sternum morphology,hemizygote,1
Ppfia3,hyperactivity,homozygote,1.50511888338635
Pla2g2a,increased total body fat amount,homozygote,2.0025992846845
Rere,increased IgG2b level,heterozygote,1.1456097020101501
Usp31,decreased hematocrit,homozygote,-1.87637559469627
Arsj,decreased total body fat amount,homozygote,0.00106856730749303
Mecom,increased total body fat amount,heterozygote,1.17872047198907
Nrbp1,increased mean corpuscular hemoglobin concentration,heterozygote,0.566375151779192
Dlg2,decreased body weight,homozygote,-1.02406399177421
Setmar,decreased circulating glycerol level,homozygote,-0.942832406023437
Eps15l1,hyperactivity,homozygote,3.66622752420624
Ift43,abnormal forebrain development,homozygote,1
Pipox,shortened PR interval,homozygote,-0.847544805188874
Ap4e1,increased kidney weight,homozygote,1.93227240919118
Trp53,increased large unstained cell number,homozygote,2.56005451275319
Ror2,abnormal placenta vasculature,homozygote,1
Mex3b,abnormal ovary morphology,homozygote,1
Ppp2r5c,increased monocyte cell number,homozygote,1.12977209952377
Angptl1,increased circulating phosphate level,homozygote,1.05475488597616
Slc23a4,decreased body weight,homozygote,-0.706309953427362
Chchd1,embryonic growth retardation,homozygote,1
Chd7,decreased body weight,heterozygote,-2.38857223993996
Lrrtm1,increased leukocyte cell number,homozygote,0.95887428299556
Sms,decreased body weight,hemizygote,-2.8583264392572
L3mbtl3,abnormal embryo size,homozygote,1
Gpr22,increased lean body mass,homozygote,-0.644925589855667
Dock9,increased lean body mass,homozygote,0.353025889008483
Tm2d3,decreased lean body mass,heterozygote,-1.96679832848594
Med22,abnormal bone structure,heterozygote,-1.91743044079885
Jup,decreased fasting circulating glucose level,heterozygote,-1.22261014896729
Gpr176,abnormal head morphology,homozygote,0.157894736842105
Stox2,decreased fasting circulating glucose level,heterozygote,-1.13904949668229
Dusp16,abnormal uterus morphology,homozygote,1
Sst,decreased startle reflex,homozygote,-0.603815057678451
Erf,urinary bladder obstruction,heterozygote,1
Mpv17l2,abnormal coat/hair pigmentation,homozygote,0.85944355270198
Sar1b,decreased circulating alanine transaminase level,heterozygote,-0.880407600793282
Tmem237,increased circulating alkaline phosphatase level,heterozygote,1.87510752244545
Fbxo44,decreased grip strength,homozygote,-1.38018125151269
Zfp629,decreased lean body mass,homozygote,-0.72198562726502
Trip13,increased circulating cholesterol level,homozygote,1.54172310415469
Bicc1,abnormal embryo turning,homozygote,1
Il2ra,decreased bone mineral density,homozygote,-2.72444419257508
Slc25a14,decreased circulating alanine transaminase level,homozygote,-0.236537620424361
Tmem51,hypoactivity,homozygote,-0.419406031201464
Trim35,"preweaning lethality, incomplete penetrance",homozygote,1
Abhd15,increased grip strength,homozygote,2.13894409412394
Adgra1,"preweaning lethality, incomplete penetrance",homozygote,1
Amtn,small kidney,homozygote,1
Disc1,abnormal kidney morphology,homozygote,1
Aplnr,abnormal kidney morphology,homozygote,1
Pde8a,thrombocytopenia,homozygote,-0.654831093895686
Alg6,abnormal embryo size,homozygote,1
Clec5a,increased prepulse inhibition,homozygote,1.11228848220848
Mapkap1,decreased total retina thickness,heterozygote,-1.37077301611904
Cep19,decreased lean body mass,homozygote,0.897972219419257
Dtx4,"preweaning lethality, complete penetrance",homozygote,1
Ap4e1,prolonged RR interval,homozygote,1.03074632444631
Gnptg,cataract,homozygote,0.652966714905933
Ccdc6,decreased circulating magnesium level,heterozygote,-0.61815754589212
Tead3,increased circulating magnesium level,homozygote,1.26134627023965
Actr6,decreased circulating magnesium level,heterozygote,-0.249899285179468
Adgrl4,cataract,homozygote,0.766039556198746
1700021F07Rik,abnormal locomotor behavior,homozygote,0.543412384716733
Hpca,hyperactivity,homozygote,2.87119524057014
Smco2,decreased total body fat amount,homozygote,-0.471860730082532
Gapvd1,abnormal spleen morphology,heterozygote,1
Ubtf,abnormal spleen morphology,heterozygote,1
Chd1,increased hematocrit,heterozygote,3.31314358582181
Zfp422,abnormal retina morphology,homozygote,0.597091412742382
Pdhx,abnormal retinal vasculature morphology,heterozygote,0.523114944756736
Rnf168,abnormal optic disk morphology,homozygote,0.824551873981532
Col18a1,abnormal lens morphology,homozygote,0.438803692683299
Ahrr,abnormal retina morphology,homozygote,0.57486919052016
Prune2,increased circulating chloride level,homozygote,1.21866663591954
Zmym4,decreased bone mineral density,heterozygote,-1.21123081748466
Dbn1,decreased total body fat amount,heterozygote,-0.896982593120037
Zrsr2,female infertility,homozygote,1
Tmem203,hyperactivity,homozygote,-2.37495653173088
Setd1b,increased lean body mass,heterozygote,1.39553285379029
Ddost,enlarged lymph nodes,heterozygote,1
Mfsd1,enlarged lymph nodes,heterozygote,1
Nat1,decreased body length,homozygote,-1.58522219173359
Zfp787,increased body length,homozygote,0.5222838465957
Got2,hemorrhage,homozygote,1
Sorl1,decreased startle reflex,homozygote,-1.33970939878007
Wdr6,improved glucose tolerance,homozygote,-0.695587958366313
Npas2,abnormal skin morphology,homozygote,1
Naa10,abnormal skin morphology,hemizygote,1
Nkapd1,abnormal skin morphology,heterozygote,1
Myo6,decreased total body fat amount,homozygote,-1.66608920498758
G3bp1,abnormal retina morphology,homozygote,0.740718198417529
Fzd2,decreased circulating insulin level,heterozygote,-0.462219306245916
Fam162a,abnormal sinus arrhythmia,homozygote,-0.20038817223843
Mtap,abnormal skin morphology,heterozygote,1
Wdr37,fusion of vertebral arches,homozygote,0.594115202825534
Lep,abnormal retinal inner nuclear layer morphology,homozygote,-1.58817198572808
Vgf,limb grasping,homozygote,0.366538172245205
Inpp5e,abnormal eye morphology,homozygote,1
Grhl2,abnormal limb morphology,homozygote,1
Phex,decreased circulating phosphate level,homozygote,-2.63119982273512
Pdcd6ip,decreased body weight,homozygote,-1.03208486166268
H13,increased bone mineral content,heterozygote,1.04244993054328
Os9,vertebral fusion,homozygote,0.435875801552481
Clptm1l,increased prepulse inhibition,homozygote,1.10743084867209
Epb41l4a,decreased grip strength,homozygote,-1.39472291347385
Epc2,abnormal retinal pigmentation,homozygote,0.478723404255319
Hcn1,hypoactivity,homozygote,-1.18159372973701
Cd74,increased neutrophil cell number,homozygote,7.9135552257314
Tpgs2,abnormal sleep behavior,homozygote,0.960334265665786
Etv6,enlarged heart,heterozygote,1
Zyg11b,abnormal behavior,heterozygote,2.40115838401354
Pcsk5,decreased circulating cholesterol level,heterozygote,-0.717629002453729
Kcne2,decreased circulating bilirubin level,homozygote,-1.53503142441838
Qsox1,abnormal coat/hair pigmentation,homozygote,0.353673419575299
Usp11,increased exploration in new environment,homozygote,-0.130908743183348
Copb2,"preweaning lethality, complete penetrance",homozygote,1
Dll1,decreased mean platelet volume,heterozygote,-3.57678852399213
Gdpd5,"preweaning lethality, incomplete penetrance",homozygote,1
Ik,decreased circulating HDL cholesterol level,heterozygote,-1.23418131249242
Dact2,"preweaning lethality, incomplete penetrance",homozygote,1
Elk3,increased circulating alkaline phosphatase level,heterozygote,0.217669926307662
Col6a3,increased exploration in new environment,homozygote,-0.325127997154825
Cyb561,decreased circulating cholesterol level,homozygote,-0.273468948141125
Rnf112,hyperactivity,homozygote,0.678507398252395
Frmpd4,hyperactivity,homozygote,-0.375630618126597
Zhx3,decreased thigmotaxis,homozygote,-0.899200731649135
Atg16l1,increased circulating serum albumin level,heterozygote,1.13329016893027
Tgfb3,decreased eosinophil cell number,heterozygote,-0.419189060741986
Safb2,hyperactivity,homozygote,-1.71850292533439
Hook1,abnormal behavior,homozygote,-0.92983383148273
F7,increased total body fat amount,heterozygote,0.488497739937395
Col9a2,short tibia,homozygote,-4.15758946741431
Slc7a8,short tibia,heterozygote,-1.92923420767462
Diaph3,impaired pupillary reflex,heterozygote,0.486587183308495
Gpr146,tremors,homozygote,0.207208004958824
Ubl4b,increased prepulse inhibition,homozygote,1.26680117369658
Vil1,decreased circulating alanine transaminase level,homozygote,-0.777002119463263
D630045J12Rik,decreased circulating triglyceride level,homozygote,-0.980877222167311
Dnm2,hyperactivity,heterozygote,-2.43166751239448
Mpzl2,thick ventricular wall,heterozygote,1.2188922609605
Pmepa1,abnormal retinal inner nuclear layer morphology,homozygote,-4.62961596984277
Zfp580,abnormal retinal inner nuclear layer morphology,homozygote,-1.72732231895313
Plcb4,increased heart rate,homozygote,0.958207978930321
Kcnt1,decreased exploration in new environment,homozygote,-0.332388582319169
Hip1,corneal opacity,homozygote,0.662031672460409
Ccdc6,decreased circulating creatinine level,heterozygote,-0.399401013614727
Pabpn1l,female infertility,homozygote,1
Yae1d1,cataract,heterozygote,0.418262411347518
Lncenc1,decreased total body fat amount,homozygote,-0.0764218391588526
Il6ra,decreased circulating serum albumin level,homozygote,-0.632762622025242
Duoxa2,increased circulating serum albumin level,homozygote,1.41105126764696
Col4a2,decreased circulating serum albumin level,heterozygote,-1.4055751625342
Kti12,decreased bone mineral content,heterozygote,-0.704434076829045
Mynn,decreased bone mineral content,homozygote,-1.34673474933682
Mfng,decreased lung elastance,homozygote,-0.448539304675732
Clcnkb,abnormal heart shape,homozygote,1
Ngp,corneal opacity,homozygote,0.486685940353013
Usp15,increased leukocyte cell number,homozygote,1.39435907962207
Gpr146,thrombocytosis,homozygote,1.08955981997784
Spink14,increased bone mineral content,homozygote,0.985619440971671
Cox7c,abnormal placenta morphology,homozygote,1
Hells,decreased circulating cholesterol level,homozygote,-1.75166788520474
Serf1,increased circulating cholesterol level,homozygote,2.45491630907231
Zmynd8,decreased total body fat amount,heterozygote,-1.58257073636581
